PIC_20190522_100509,599.8182,916.1818,20.0979
PIC_20190522_100546,600.8428,915.2067,20.1027
PIC_20190522_100645,601.7443,914.5877,20.1078
PIC_20190522_100806,600.5482,914.4551,20.1076
PIC_20190522_100957,596.0564,913.6740,20.1156
PIC_20190522_101045,592.9130,913.3617,20.1124
PIC_20190522_101125,590.8581,912.9589,20.1119
PIC_20190522_101602,584.7071,896.4276,20.1354
PIC_20190522_101726,585.2099,891.8190,20.1053
PIC_20190522_101820,584.3129,890.6195,20.1106
PIC_20190522_102044,581.6922,893.0330,20.1692
PIC_20190522_102404,590.7390,892.1045,20.1198
PIC_20190522_102634,594.5618,891.7440,20.0905
PIC_20190522_102909,595.5409,893.9069,20.1327
PIC_20190522_102949,595.0980,895.0825,20.1384
PIC_20190522_103023,594.8397,896.4407,20.1469
PIC_20190522_103255,594.2530,903.2821,20.1777
PIC_20190522_103339,594.4556,905.9650,20.1500
PIC_20190522_103718,592.4663,915.3924,20.1213
PIC_20190522_103855,596.5368,910.9945,20.1253
PIC_20190522_104111,596.2520,904.3822,20.1496
PIC_20190522_104401,595.8923,901.5677,20.1659
PIC_20190522_104446,595.5991,900.5145,20.1566
PIC_20190522_104527,595.5276,899.2859,20.1568
PIC_20190522_104603,595.7142,898.3246,20.1498
PIC_20190522_104713,596.3564,896.2694,20.1398
PIC_20190522_104751,596.8736,895.2307,20.1413
PIC_20190522_105012,599.2272,893.1305,20.1245
PIC_20190522_105048,598.7668,894.2079,20.1367
PIC_20190522_105137,598.6357,895.2074,20.1446
PIC_20190522_105306,598.3012,897.1894,20.1439
PIC_20190522_105351,598.1222,898.2148,20.1413
PIC_20190522_105431,597.5902,899.3878,20.1554
PIC_20190522_105558,598.0262,902.8569,20.1452
PIC_20190522_110233,598.9906,911.0995,20.1198
PIC_20190522_110532,599.4714,905.8338,20.1563
PIC_20190522_110615,599.3855,904.5170,20.1534
PIC_20190522_110845,599.9062,894.5311,20.1275
PIC_20190522_110928,599.9400,893.0665,20.1175
PIC_20190522_111027,601.6574,893.1211,20.1180
PIC_20190522_111151,602.5345,895.9941,20.1353
PIC_20190522_111411,603.3973,900.0686,20.1474
PIC_20190522_111637,602.0314,903.9879,20.1437
PIC_20190522_111750,601.9213,907.0807,20.1461
PIC_20190522_112634,604.9684,903.3498,20.1380
PIC_20190522_112738,605.5198,900.9587,20.1229
PIC_20190522_113341,609.0323,895.9627,20.1249
PIC_20190522_114832,608.7124,901.7563,20.1298
PIC_20190522_114956,607.9230,905.4538,20.1302
PIC_20190522_115752,609.9094,901.6346,20.1227
PIC_20190522_120004,610.2517,891.3382,20.0910
PIC_20190522_120034,613.1438,891.4731,20.1311
PIC_20190522_120223,614.0356,897.7625,20.1494
PIC_20190522_120258,614.1128,899.8361,20.1501
PIC_20190522_120544,615.5726,893.2555,20.1366
PIC_20190522_120738,593.6228,895.9392,20.1167
PIC_20190512_161509,608.5203,898.2927,20.1192
PIC_20190512_161713,609.8840,896.2706,19.9631
PIC_20190512_161827,609.3449,894.4799,19.7641
PIC_20190512_162334,606.6916,893.6527,20.0486
PIC_20190512_163049,610.5215,900.3350,20.1403
PIC_20190512_163312,612.6191,901.4672,20.1469
PIC_20190512_164044,610.9055,905.1724,20.1477
PIC_20190512_164148,609.7617,905.0884,20.1532
PIC_20190512_164243,608.8776,905.0085,20.1493
PIC_20190512_164844,607.0868,903.8311,20.1559
PIC_20190512_165303,605.0031,902.2658,20.1447
PIC_20190512_165411,605.4410,900.6385,20.1378
PIC_20190512_165523,605.1863,899.0518,20.1215
PIC_20190512_165617,604.6687,897.6835,20.1009
PIC_20190512_165739,603.4975,896.9446,20.0787
PIC_20190512_170133,602.5351,903.6904,20.1443
PIC_20190512_170310,603.8417,904.9555,20.1566
PIC_20190512_170559,604.4753,906.4650,20.1622
PIC_20190512_170814,604.6264,907.3180,20.1699
PIC_20190512_171100,606.0028,908.6963,20.1758
PIC_20190512_171722,606.0348,912.0138,20.1832
PIC_20190512_171923,608.7164,912.2697,20.1917
PIC_20190512_172036,609.5736,913.7512,20.1990
PIC_20190512_172121,609.6941,914.9631,20.2135
PIC_20190512_172240,609.9280,916.3796,20.2230
PIC_20190512_172347,609.7785,917.9320,20.1699
PIC_20190512_172814,607.9423,916.7058,20.1915
PIC_20190512_173012,606.7207,916.4886,20.1825
PIC_20190512_174428,605.3930,915.9795,20.1736
PIC_20190512_174557,605.4601,917.8618,20.1770
PIC_20190512_175024,602.8732,920.3488,20.1389
PIC_20190512_175138,601.4566,919.1500,20.1351
PIC_20190512_175256,601.4679,917.5567,20.1469
PIC_20190512_175347,601.4900,916.1290,20.1507
PIC_20190512_175704,601.4101,913.3208,20.1562
PIC_20190512_175810,600.9267,914.0964,20.1454
PIC_20190512_180737,597.0508,913.1495,20.1151
PIC_20190512_181129,593.9034,919.6550,20.0602
PIC_20190512_181302,593.9067,918.4645,20.0687
PIC_20190512_181448,594.0690,916.0047,20.0801
PIC_20190512_181547,593.9218,914.4963,20.0773
PIC_20190512_181707,592.3064,913.0073,20.0621
PIC_20190512_181927,592.7562,911.1588,20.0728
PIC_20190512_182053,596.0023,911.2322,20.1100
PIC_20190512_182333,591.4281,908.7524,20.0443
PIC_20190512_182558,594.8531,905.5007,20.0751
PIC_20190512_183103,593.0173,900.6973,20.0366
PIC_20190512_183152,593.8851,901.8429,20.0661
PIC_20190512_183415,596.6265,903.9384,20.0924
PIC_20190512_183448,596.6675,900.3203,20.0853
PIC_20190518_131924,615.6405,899.9785,20.0478
PIC_20190518_132117,615.3286,898.2858,20.0577
PIC_20190518_133041,608.5782,898.8655,20.1078
PIC_20190518_133149,607.3074,898.2351,20.1147
PIC_20190518_133251,605.9674,896.4084,20.1204
PIC_20190518_133327,605.9286,897.9716,20.1190
PIC_20190518_133434,604.9934,899.7282,20.1053
PIC_20190518_133510,604.6543,898.3593,20.1194
PIC_20190518_133545,604.6229,897.0608,20.1280
PIC_20190518_134058,599.5615,897.5141,20.1585
PIC_20190518_134256,600.1430,929.7390,20.0500
PIC_20190518_134328,598.2952,929.9603,20.0507
PIC_20190518_134752,595.3307,928.9550,20.0678
PIC_20190518_135145,601.3129,926.9059,20.0626
PIC_20190518_135240,601.3128,926.9060,20.0624
PIC_20190518_135315,599.9215,926.9336,20.0689
PIC_20190518_135921,591.8053,926.1974,20.1154
PIC_20190518_135953,590.9928,926.2864,20.1096
PIC_20190518_140105,592.9031,925.0463,20.1051
PIC_20190518_140216,596.0718,924.5690,20.0936
PIC_20190518_140400,599.7807,924.3169,20.0860
PIC_20190518_140430,601.0338,924.1763,20.0884
PIC_20190518_140507,602.2231,924.1389,20.0842
PIC_20190518_140742,602.0571,922.8607,20.0909
PIC_20190518_141014,597.2694,923.1059,20.0994
PIC_20190518_141048,595.9366,923.2082,20.0993
PIC_20190518_141154,593.7135,923.2560,20.1002
PIC_20190518_141219,592.6164,923.0571,20.1047
PIC_20190518_141254,592.6245,922.0831,20.1073
PIC_20190518_141334,593.7766,921.8388,20.0947
PIC_20190518_141525,597.6144,921.6256,20.0978
PIC_20190518_141630,600.1741,921.4060,20.0940
PIC_20190518_141731,602.0222,919.9627,20.1006
PIC_20190518_141939,597.0294,919.5520,20.1093
PIC_20190518_142037,594.2036,919.7345,20.1066
PIC_20190518_142222,591.4027,918.8141,20.1143
PIC_20190518_142251,593.1800,918.5984,20.1129
PIC_20190518_142406,596.4161,918.2956,20.1160
PIC_20190518_142442,598.0243,918.2383,20.1154
PIC_20190518_142539,600.8529,917.9341,20.1105
PIC_20190518_142630,601.7860,916.6039,20.1044
PIC_20190518_142701,600.5858,916.7480,20.1134
PIC_20190518_143333,594.2984,914.9759,20.1211
PIC_20190518_144542,603.1651,913.9111,20.0945
PIC_20190518_144727,599.4512,909.5646,20.1083
PIC_20190518_145233,577.9519,907.0551,20.0599
PIC_20190518_145453,586.1238,902.2503,20.0942
PIC_20190518_145728,581.6284,902.9623,20.0731
PIC_20190518_150529,579.8187,901.4802,20.0385
PIC_20190518_150635,579.2860,902.8718,20.0516
PIC_20190518_150752,578.2926,903.2125,20.0465
PIC_20190518_150827,577.9533,901.4528,20.0231
PIC_20190518_150936,576.3636,903.2025,20.0259
PIC_20190518_151312,573.4217,902.4760,20.0058
PIC_20190518_151526,574.4867,912.2720,20.0430
PIC_20190518_151601,575.2412,908.9216,20.0420
PIC_20190518_151636,577.6746,907.7763,20.0600
PIC_20190518_151822,579.9538,911.7060,20.1025
PIC_20190518_152017,572.9373,912.0575,20.0228
PIC_20190530_201023,107.6765,95.8614,0.0419
PIC_20190530_201607,102.7627,96.0135,0.0782
PIC_20190530_201724,101.6630,93.4020,0.0753
PIC_20190530_201953,101.7167,92.1647,0.0740
PIC_20190530_202030,101.8756,90.8265,0.0696
PIC_20190530_202301,101.9944,88.8613,0.0566
PIC_20190530_202425,102.8931,89.4903,0.0526
PIC_20190530_202752,98.4818,89.8519,0.0706
PIC_20190530_203246,93.2561,93.0018,0.0765
PIC_20190530_203733,96.7594,94.4469,0.0921
PIC_20190530_205027,95.6000,95.9476,0.0847
PIC_20190530_205236,93.6934,96.8234,0.0504
PIC_20190530_205359,93.1098,90.1246,0.0647
PIC_20190530_205440,95.6827,90.0307,0.0808
PIC_20190530_205840,97.3546,94.3178,0.0911
PIC_20190530_210122,97.7459,96.0989,0.0937
PIC_20190530_210350,101.6184,96.2084,0.0755
PIC_20190530_210546,102.4455,98.6485,0.0799
PIC_20190530_210642,102.5434,101.6245,0.0752
PIC_20190530_211527,98.9064,102.3003,0.0873
PIC_20190530_213006,98.0262,103.6603,0.0816
PIC_20190530_213405,98.9094,106.2338,0.0733
PIC_20190530_213503,101.0091,105.7240,0.0643
PIC_20190530_213550,101.9207,104.0250,0.0704
PIC_20190530_214111,97.2056,107.4405,0.0698
PIC_20190530_214255,97.5503,110.6272,0.0568
PIC_20190530_214538,100.4662,110.8752,0.0463
PIC_20190530_214715,103.1291,112.2948,0.0210
PIC_20190530_214903,98.0182,112.8982,0.0367
PIC_20190530_215226,101.1933,108.0226,0.0497
PIC_20190530_215306,99.9079,108.1276,0.0559
PIC_20190530_215529,95.1338,107.3217,0.0582
PIC_20190530_220417,96.7568,94.3016,0.0718
PIC_20190530_220729,99.4631,98.3992,0.0739
PIC_20190530_221028,100.5430,95.0959,0.0596
PIC_20190530_222058,104.6767,93.4604,0.0340
PIC_20190530_222150,104.5585,90.5971,0.0133
PIC_20190530_222249,102.0911,96.7941,0.0567
PIC_20190530_223615,97.8042,89.3383,0.0280
PIC_20190530_223943,100.3012,94.1889,0.0397
PIC_20190531_135056,104.0809,96.6819,-1.6814
PIC_20190531_135556,103.4892,90.7858,-1.3623
PIC_20190531_135748,102.0145,87.4677,-0.9839
PIC_20190531_135843,103.2736,85.6575,-0.8017
PIC_20190531_140018,105.1579,82.8036,-0.4666
PIC_20190531_140106,104.2557,80.9862,-0.4699
PIC_20190531_140209,102.3387,79.7726,-0.4627
PIC_20190531_140254,101.6688,77.9169,-0.4406
PIC_20190531_140835,113.4225,77.8221,-0.2524
PIC_20190531_140919,113.1207,75.2125,-0.5133
PIC_20190531_140957,112.1280,73.7444,-0.6731
PIC_20190531_141152,112.8402,72.6780,-0.7661
PIC_20190531_141435,115.8858,71.9381,-0.7426
PIC_20190531_141846,100.7550,71.7157,-0.4613
PIC_20190531_142245,102.1440,78.0727,-0.4494
