PIC_20190531_142522,99.9634,82.4908,-0.3969
PIC_20190531_142758,96.3937,84.8495,0.0497
PIC_20190531_143358,101.4750,102.0154,-1.7015
PIC_20190531_143450,103.3817,103.1443,-1.7163
PIC_20190531_143617,104.6636,105.0871,-1.6590
PIC_20190531_143943,104.9020,110.9894,-1.2771
PIC_20190531_144546,103.5102,116.7972,-0.7190
PIC_20190531_152152,103.7014,121.2718,-0.7968
PIC_20190531_152325,105.3233,122.2767,-0.8128
PIC_20190531_152619,105.4626,124.5484,-0.8631
PIC_20190531_152837,105.5808,125.9359,-0.8922
PIC_20190531_152949,104.0203,126.8607,-0.9136
PIC_20190531_153115,100.9759,127.8012,-0.8795
PIC_20190531_153327,102.5960,129.5708,-0.9273
PIC_20190531_153633,104.3961,130.9456,-0.9663
PIC_20190531_154154,106.6158,131.4618,-0.9888
PIC_20190531_154300,104.7050,132.6376,-0.9922
PIC_20190531_154757,103.8318,136.6051,-1.0353
PIC_20190531_154935,105.9629,136.8524,-1.0685
PIC_20190531_155732,105.8141,139.3061,-1.1087
PIC_20190531_160400,103.8938,140.4410,-1.0844
PIC_20190531_160614,105.4986,143.0347,-1.1506
PIC_20190531_161354,96.9904,123.2442,-0.7198
PIC_20190531_161758,97.5866,119.0421,-0.6726
PIC_20190531_161856,98.9508,117.5815,-0.6649
PIC_20190601_122958,104.2877,101.7283,0.0208
PIC_20190601_123336,107.9956,105.3846,-0.0011
PIC_20190601_123427,106.1652,107.1077,-0.0054
PIC_20190601_123749,102.0490,107.4490,0.0119
PIC_20190601_124058,100.3835,111.5819,-0.0338
PIC_20190601_124147,98.2356,113.1607,-0.0917
PIC_20190601_124250,96.3899,111.3966,-0.0899
PIC_20190601_124449,93.0586,108.6095,-0.0796
PIC_20190601_124540,95.2225,107.2595,-0.0394
PIC_20190601_124801,96.7529,105.1007,0.0026
PIC_20190601_125007,93.1601,93.3443,-0.0409
PIC_20190601_125113,90.5771,91.7628,-0.0701
PIC_20190601_125307,94.7210,90.1555,-0.0267
PIC_20190601_125454,98.3924,92.0262,0.0351
PIC_20190601_125552,96.7491,89.5347,0.0080
PIC_20190601_125739,102.2672,92.0572,0.0472
PIC_20190601_125827,103.4254,93.8880,0.0477
PIC_20190601_125921,105.0068,91.1017,0.0536
PIC_20190601_130018,105.7748,93.0347,0.0363
PIC_20190601_130744,108.7722,88.6527,0.0353
PIC_20190601_131325,106.8390,88.0955,0.0526
PIC_20190601_131751,101.7933,80.1614,0.1516
PIC_20190601_132042,103.2657,75.1260,0.1979
PIC_20190601_132232,104.5598,80.8810,0.0511
PIC_20190601_132521,97.6866,80.8244,-0.0004
PIC_20190601_132607,96.5626,77.5115,0.0416
PIC_20190601_133113,97.6460,60.5432,0.1117
PIC_20190601_133254,93.6997,58.3606,0.3642
PIC_20190601_133831,94.6028,57.3353,0.2746
PIC_20190601_133917,95.3408,78.9114,0.8216
PIC_20190601_134107,97.1730,72.7243,0.0296
PIC_20190601_135127,105.4962,68.3234,-0.0309
PIC_20190601_135626,110.7782,54.1298,0.0680
PIC_20190601_135946,109.8097,66.3875,0.0456
PIC_20190601_140203,107.0449,67.8790,0.0265
PIC_20190601_140739,110.5658,101.4144,-0.1659
PIC_20190601_141142,108.9500,78.4758,0.0114
PIC_20190601_141653,108.4624,85.9563,0.0328
PIC_20190601_142008,108.7023,106.2658,-0.0359
PIC_20190601_142622,116.1513,108.2957,-0.0513
PIC_20190601_152232,603.9933,923.7166,19.8391
PIC_20190601_152316,601.3656,923.1801,20.1019
PIC_20190601_152355,597.9492,922.6476,20.5405
PIC_20190601_152449,594.8437,922.2209,20.8993
PIC_20190601_152535,594.2144,919.1736,21.0536
PIC_20190601_152615,597.2901,918.6370,20.6982
PIC_20190601_152841,606.3193,918.5414,19.9929
PIC_20190601_152917,609.0906,918.6667,20.0047
PIC_20190601_153053,611.6251,916.3757,20.0903
PIC_20190601_153217,606.0026,914.9895,20.0284
PIC_20190601_153251,603.0041,914.8404,20.1433
PIC_20190601_153537,594.1368,909.1393,21.0522
PIC_20190601_153842,610.4520,910.4436,19.7949
PIC_20190601_154002,613.3403,905.6950,19.6853
PIC_20190601_154041,609.7653,905.0918,19.6041
PIC_20190601_154116,605.9507,904.8318,19.6221
PIC_20190601_154502,600.4199,902.6751,20.0528
PIC_20190601_154632,608.3709,902.7264,19.5411
PIC_20190601_155207,596.0337,899.1903,20.4547
PIC_20190601_155340,599.8341,893.6765,19.8660
PIC_20190601_155624,610.6952,898.2882,19.3636
PIC_20190601_155840,609.9176,895.6555,19.3170
PIC_20190601_160051,596.2656,893.8222,20.2681
PIC_20190601_161003,608.3011,887.5558,19.2644
PIC_20190601_161050,604.8989,886.7198,19.3189
PIC_20190601_161311,593.2910,885.6855,20.4335
PIC_20190601_161354,593.3072,882.8739,20.3352
PIC_20190601_161440,597.3675,882.2116,19.8334
PIC_20190601_162042,595.2537,878.4847,19.9212
PIC_20190601_162115,594.2420,876.0864,19.9875
PIC_20190601_162236,601.7548,873.2826,19.8231
PIC_20190601_162320,603.6982,870.1532,19.8306
PIC_20190601_162443,596.2472,868.4286,19.9535
PIC_20190601_162602,590.9450,866.4711,19.9576
PIC_20190601_162722,598.2390,863.0693,19.8780
PIC_20190601_162848,595.7456,859.8686,19.8875
PIC_20190601_162958,588.7380,859.1447,19.8328
PIC_20190601_163139,595.4871,853.9299,19.7408
PIC_20190601_163259,593.1710,848.3983,19.5776
PIC_20190601_163335,589.3056,849.5290,19.5999
PIC_20190601_163443,585.3412,850.1769,19.7305
PIC_20190601_163902,589.4289,844.8233,19.3982
PIC_20190601_164017,586.1370,844.1822,19.3856
PIC_20190601_164547,586.4858,840.6009,19.2961
PIC_20190601_164630,588.4816,837.9299,19.2616
PIC_20190601_164745,594.6962,835.1256,19.2410
PIC_20190601_164821,595.2199,832.1572,19.1871
PIC_20190601_165144,584.1602,837.2785,19.2255
PIC_20190601_174048,596.7720,895.8351,20.3061
PIC_20190601_174119,599.7482,895.3726,20.3627
PIC_20190601_174418,611.2188,899.3647,20.1648
PIC_20190601_174451,612.8408,899.4613,20.1443
PIC_20190601_174748,621.0244,900.8959,20.0386
PIC_20190601_175025,613.8569,898.1823,20.1103
PIC_20190601_175109,611.4867,898.5125,20.1525
PIC_20190601_175155,608.9106,898.5874,20.1952
PIC_20190601_175222,606.6947,898.7101,20.2252
PIC_20190601_175409,605.7365,896.0247,20.2271
PIC_20190601_175451,608.3936,895.1455,20.1983
PIC_20190601_175533,610.5263,894.8692,20.1774
PIC_20190601_175733,617.2463,895.0141,20.0909
PIC_20190601_175807,620.1662,894.9802,20.0332
PIC_20190601_180558,607.4907,891.8363,20.1915
PIC_20190601_180721,613.7362,892.6480,20.1297
PIC_20190601_180755,616.9390,893.9082,20.1099
PIC_20190601_180837,608.0513,889.8885,20.1907
PIC_20190601_180913,605.0684,889.9259,20.2033
PIC_20190601_181023,602.2801,890.0020,20.2712
PIC_20190601_181339,608.7583,885.2043,20.1111
PIC_20190601_181404,606.4436,883.8463,20.1464
PIC_20190601_181856,602.0731,876.8259,20.1835
PIC_20190601_182346,602.0921,867.8400,20.0795
PIC_20190601_182525,604.5338,860.7834,19.9196
PIC_20190601_182729,600.1327,858.8586,20.0673
PIC_20190601_183140,597.6879,861.0869,20.1188
PIC_20190601_183330,593.8692,866.1362,20.1867
PIC_20190601_183933,594.2808,880.3135,19.5830
PIC_20190601_184023,591.7804,881.9882,19.5750
PIC_20190601_184247,595.9669,890.8764,19.6108
PIC_20190601_184328,598.8797,891.7854,19.7567
PIC_20190601_184505,598.9533,894.7891,20.3434
PIC_20190601_184550,596.0435,895.9658,20.2839
PIC_20190601_185031,599.4560,894.7423,20.3433
PIC_20190601_185213,598.3631,890.5773,20.3072
PIC_20190601_185318,600.1499,889.1611,20.3057
PIC_20190601_185430,598.0492,887.4361,20.3216
PIC_20190601_185901,598.5102,875.8893,20.2658
PIC_20190601_190040,597.8983,873.4765,20.2480
